id,value
Capital Goods|Industrial Machinery/Components|Coda Octopus Group Inc. Common stock(CODA)(0.0897),0.0897
Capital Goods|Industrial Machinery/Components|Cognex Corporation Common Stock(CGNX)(15.1),15.1
Capital Goods|Industrial Machinery/Components|Colonnade Acquisition Corp. Class A Ordinary Shares(CLA)(0.37),0.37
Capital Goods|Industrial Machinery/Components|CompX International Inc. Common Stock(CIX)(0.177),0.177
Capital Goods|Industrial Machinery/Components|Crown Electrokinetics Corp. Common Stock(CRKN)(0.0731),0.0731
Capital Goods|Industrial Machinery/Components|Cubic Corporation Common Stock(CUB)(2.2),2.2
Capital Goods|Industrial Machinery/Components|DXP Enterprises Inc. Common Stock(DXPE)(0.488),0.488
Capital Goods|Industrial Machinery/Components|Danaher Corporation Common Stock(DHR)(169.0),169.0
Capital Goods|Industrial Machinery/Components|Deere & Company Common Stock(DE)(94.4),94.4
Capital Goods|Industrial Machinery/Components|Eastern Company (The) Common Stock(EML)(0.16),0.16
Capital Goods|Industrial Machinery/Components|Ekso Bionics Holdings Inc. Common Stock(EKSO)(0.0996),0.0996
Capital Goods|Industrial Machinery/Components|Electro-Sensors Inc. Common Stock(ELSE)(0.0208),0.0208
Capital Goods|Industrial Machinery/Components|Espey Mfg. & Electronics Corp. Common Stock(ESP)(0.0516),0.0516
Capital Goods|Industrial Machinery/Components|FARO Technologies Inc. Common Stock(FARO)(1.6),1.6
Capital Goods|Industrial Machinery/Components|FLIR Systems Inc. (DE) Common Stock(FLIR)(7.34),7.34
Capital Goods|Industrial Machinery/Components|Fortive Corporation Common Stock(FTV)(22.5),22.5
Capital Goods|Industrial Machinery/Components|Garmin Ltd. Common Stock (Switzerland)(GRMN)(24.4),24.4
Capital Goods|Industrial Machinery/Components|Geospace Technologies Corporation Common Stock (Texas)(GEOS)(0.14),0.14
Capital Goods|Industrial Machinery/Components|Hurco Companies Inc. Common Stock(HURC)(0.212),0.212
Capital Goods|Industrial Machinery/Components|Image Sensing Systems Inc. Common Stock(ISNS)(0.0319),0.0319
Capital Goods|Industrial Machinery/Components|Impinj Inc. Common Stock(PI)(1.59),1.59
Capital Goods|Industrial Machinery/Components|Kennametal Inc. Common Stock(KMT)(3.02),3.02
Capital Goods|Industrial Machinery/Components|Keysight Technologies Inc. Common Stock(KEYS)(27.5),27.5
Capital Goods|Industrial Machinery/Components|Kornit Digital Ltd. Ordinary Shares(KRNT)(5.39),5.39
Capital Goods|Industrial Machinery/Components|L.S. Starrett Company (The) Common Stock(SCX)(0.0406),0.0406
Capital Goods|Industrial Machinery/Components|L3Harris Technologies Inc. Common Stock(LHX)(39.8),39.8
Capital Goods|Industrial Machinery/Components|LG Display Co Ltd AMERICAN DEPOSITORY SHARES(LPL)(7.71),7.71
Capital Goods|Industrial Machinery/Components|LGL Group Inc. (The) Common Stock(LGL)(0.0579),0.0579
Capital Goods|Industrial Machinery/Components|Landcadia Holdings III Inc. Unit(LCYAU)(0.0),0.0
Capital Goods|Industrial Machinery/Components|Landcadia Holdings III Inc. Warrant(LCYAW)(0.0),0.0
Capital Goods|Industrial Machinery/Components|Lennox International Inc. Common Stock(LII)(11.1),11.1
Capital Goods|Industrial Machinery/Components|Lifetime Brands Inc. Common Stock(LCUT)(0.285),0.285
Capital Goods|Industrial Machinery/Components|Lindsay Corporation Common Stock(LNN)(1.75),1.75
Capital Goods|Industrial Machinery/Components|MIND Technology Inc. Common Stock (DE)(MIND)(0.033),0.033
Capital Goods|Industrial Machinery/Components|MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE)(MINDP)(0.0),0.0
Capital Goods|Industrial Machinery/Components|MKS Instruments Inc. Common Stock(MKSI)(8.76),8.76
Capital Goods|Industrial Machinery/Components|MRC Global Inc. Common Stock(MRC)(0.706),0.706
Capital Goods|Industrial Machinery/Components|MSC Industrial Direct Company Inc. Common Stock(MSM)(4.75),4.75
Capital Goods|Industrial Machinery/Components|MTS Systems Corporation Common Stock(MTSC)(1.14),1.14
Capital Goods|Industrial Machinery/Components|Mesa Laboratories Inc. Common Stock(MLAB)(1.43),1.43
Capital Goods|Industrial Machinery/Components|MicroVision Inc. Common Stock(MVIS)(2.73),2.73
Capital Goods|Industrial Machinery/Components|Neonode Inc. Common Stock(NEON)(0.106),0.106
Capital Goods|Industrial Machinery/Components|Nordson Corporation Common Stock(NDSN)(10.8),10.8
Capital Goods|Industrial Machinery/Components|Nortech Systems Incorporated Common Stock(NSYS)(0.0207),0.0207
Capital Goods|Industrial Machinery/Components|Northrop Grumman Corporation Common Stock(NOC)(49.7),49.7
Capital Goods|Industrial Machinery/Components|Onto Innovation Inc. Common Stock(ONTO)(3.07),3.07
Capital Goods|Industrial Machinery/Components|Owens Corning Inc Common Stock New(OC)(8.91),8.91
Capital Goods|Industrial Machinery/Components|ReTo Eco-Solutions Inc. Common Shares(RETO)(0.0285),0.0285
Capital Goods|Industrial Machinery/Components|Rockwell Automation Inc. Common Stock(ROK)(28.4),28.4
Capital Goods|Industrial Machinery/Components|Roper Technologies Inc. Common Stock(ROP)(41.5),41.5
Capital Goods|Industrial Machinery/Components|Schmitt Industries Inc. Common Stock(SMIT)(0.025),0.025
Capital Goods|Industrial Machinery/Components|Sensata Technologies Holding plc Ordinary Shares(ST)(9.19),9.19
Capital Goods|Industrial Machinery/Components|Senseonics Holdings Inc. Common Stock(SENS)(1.68),1.68
Capital Goods|Industrial Machinery/Components|Servotronics Inc. Common Stock(SVT)(0.0233),0.0233
Capital Goods|Industrial Machinery/Components|Simpson Manufacturing Company Inc. Common Stock(SSD)(4.19),4.19
Capital Goods|Industrial Machinery/Components|Snap-On Incorporated Common Stock(SNA)(10.4),10.4
Capital Goods|Industrial Machinery/Components|Stanley Black & Decker Inc. Common Stock(SWK)(27.6),27.6
Capital Goods|Industrial Machinery/Components|Stanley Black & Decker Inc. Corporate Unit(SWT)(0.0),0.0
Capital Goods|Industrial Machinery/Components|Sypris Solutions Inc. Common Stock(SYPR)(0.0665),0.0665
Capital Goods|Industrial Machinery/Components|Systemax Inc. Common Stock(SYX)(1.61),1.61
Capital Goods|Industrial Machinery/Components|Taylor Devices Inc. Common Stock(TAYD)(0.0406),0.0406
Capital Goods|Industrial Machinery/Components|Teledyne Technologies Incorporated Common Stock(TDY)(15.1),15.1
Capital Goods|Industrial Machinery/Components|The ExOne Company Common Stock(XONE)(0.878),0.878
Capital Goods|Industrial Machinery/Components|Thermo Fisher Scientific Inc Common Stock(TMO)(194.0),194.0
Capital Goods|Industrial Machinery/Components|ToughBuilt Industries Inc. Common Stock(TBLT)(0.0858),0.0858
Capital Goods|Industrial Machinery/Components|ToughBuilt Industries Inc. Warrant(TBLTW)(0.0),0.0
Capital Goods|Industrial Machinery/Components|Trimble Inc. Common Stock(TRMB)(18.1),18.1
Capital Goods|Industrial Machinery/Components|Varex Imaging Corporation Common Stock(VREX)(0.88),0.88
Capital Goods|Industrial Machinery/Components|Velodyne Lidar Inc. Common Stock(VLDR)(3.53),3.53
Capital Goods|Industrial Machinery/Components|Velodyne Lidar Inc. Warrants(VLDRW)(0.0),0.0
Capital Goods|Industrial Machinery/Components|Vertiv Holdings LLC Class A Common Stock(VRT)(6.91),6.91
Capital Goods|Industrial Machinery/Components|Vicor Corporation Common Stock(VICR)(4.15),4.15
Capital Goods|Industrial Machinery/Components|Vontier Corporation Common Stock(VNT)(5.38),5.38
Capital Goods|Industrial Machinery/Components|voxeljet AG American Depositary Shares(VJET)(0.112),0.112
Capital Goods|Industrial Specialties|BRP Inc. (Recreational Products) Common Subordinate Voting Shares(DOOO)(6.25),6.25
Capital Goods|Industrial Specialties|DMC Global Inc. Common Stock(BOOM)(0.916),0.916
Capital Goods|Industrial Specialties|Masco Corporation Common Stock(MAS)(13.9),13.9
Capital Goods|Industrial Specialties|Materion Corporation(MTRN)(1.36),1.36
Capital Goods|Industrial Specialties|Mayville Engineering Company Inc. Common Stock(MEC)(0.284),0.284
Capital Goods|Industrial Specialties|Northern Technologies International Corporation Common Stock(NTIC)(0.151),0.151
Capital Goods|Industrial Specialties|Omega Flex Inc. Common Stock(OFLX)(1.51),1.51
Capital Goods|Industrial Specialties|Park-Ohio Holdings Corp. Common Stock(PKOH)(0.388),0.388
Capital Goods|Industrial Specialties|Polaris Inc. Common Stock(PII)(7.24),7.24
Capital Goods|Industrial Specialties|Steel Partners Holdings LP LTD PARTNERSHIP UNIT(SPLP)(0.347),0.347
Capital Goods|Industrial Specialties|Sunrun Inc. Common Stock(RUN)(13.3),13.3
Capital Goods|Industrial Specialties|Switchback Energy Acquisition Corporation Class A Common Stock(SBE)(1.43),1.43
Capital Goods|Industrial Specialties|TriMas Corporation Common Stock(TRS)(1.51),1.51
Capital Goods|Industrial Specialties|XPEL Inc. Common Stock(XPEL)(1.47),1.47
Capital Goods|Marine Transportation|General Dynamics Corporation Common Stock(GD)(46.7),46.7
Capital Goods|Marine Transportation|Huntington Ingalls Industries Inc. Common Stock(HII)(7.19),7.19
Capital Goods|Marine Transportation|Malibu Boats Inc. Class A Common Stock(MBUU)(1.56),1.56
Capital Goods|Marine Transportation|Marine Products Corporation Common Stock(MPX)(0.592),0.592
Capital Goods|Marine Transportation|MasterCraft Boat Holdings Inc. Common Stock(MCFT)(0.511),0.511
Capital Goods|Marine Transportation|Vision Marine Technologies Inc. Common Shares(VMAR)(0.108),0.108
Capital Goods|Medical Specialities|Kewaunee Scientific Corporation Common Stock(KEQU)(0.0344),0.0344
Capital Goods|Medical Specialities|MISONIX Inc. Common Stock (DE)(MSON)(0.296),0.296
Capital Goods|Medical Specialities|ThermoGenesis Holdings Inc. Common Stock(THMO)(0.026),0.026
Capital Goods|Metal Fabrications|Arcosa Inc. Common Stock(ACA)(3.08),3.08
Capital Goods|Metal Fabrications|BOQI International Medical Inc. Common Stock(BIMI)(0.0306),0.0306
Capital Goods|Metal Fabrications|Barnes Group Inc. Common Stock(B)(2.62),2.62
Capital Goods|Metal Fabrications|Broadwind Inc. Common Stock(BWEN)(0.146),0.146
Capital Goods|Metal Fabrications|CIRCOR International Inc. Common Stock(CIR)(0.655),0.655
Capital Goods|Metal Fabrications|Chart Industries Inc. Common Stock(GTLS)(5.03),5.03
Capital Goods|Metal Fabrications|Cornerstone Building Brands Inc. Common Stock(CNR)(1.39),1.39
Capital Goods|Metal Fabrications|Crane Co. Common Stock(CR)(4.79),4.79
Capital Goods|Metal Fabrications|Encore Wire Corporation Common Stock(WIRE)(1.37),1.37
Capital Goods|Metal Fabrications|Gulf Island Fabrication Inc. Common Stock(GIFI)(0.065),0.065
Capital Goods|Metal Fabrications|HC2 Holdings Inc. Common Stock(HCHC)(0.294),0.294
Capital Goods|Metal Fabrications|Helios Technologies Inc. Common Stock(HLIO)(1.97),1.97
Capital Goods|Metal Fabrications|Highway Holdings Limited Common Stock(HIHO)(0.0195),0.0195
Capital Goods|Metal Fabrications|Howmet Aerospace Inc. Common Stock(HWM)(12.0),12.0
Capital Goods|Metal Fabrications|Kaiser Aluminum Corporation Common Stock(KALU)(1.7),1.7
Capital Goods|Metal Fabrications|MUELLER WATER PRODUCTS Common Stock(MWA)(1.98),1.98
Capital Goods|Metal Fabrications|Matthews International Corporation Class A Common Stock(MATW)(1.06),1.06
Capital Goods|Metal Fabrications|Mueller Industries Inc. Common Stock(MLI)(2.12),2.12
Capital Goods|Metal Fabrications|NN Inc. Common Stock(NNBR)(0.291),0.291
Capital Goods|Metal Fabrications|NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares(NISN)(0.344),0.344
Capital Goods|Metal Fabrications|Parker-Hannifin Corporation Common Stock(PH)(34.6),34.6
Capital Goods|Metal Fabrications|Proto Labs Inc. Common stock(PRLB)(4.69),4.69
Capital Goods|Metal Fabrications|Quanex Building Products Corporation Common Stock(NX)(0.78),0.78
Capital Goods|Metal Fabrications|RBC Bearings Incorporated Common Stock(ROLL)(4.63),4.63
Capital Goods|Metal Fabrications|Timken Company (The) Common Stock(TKR)(5.49),5.49
Capital Goods|Metal Fabrications|Tredegar Corporation Common Stock(TG)(0.501),0.501
Capital Goods|Metal Fabrications|United States Antimony Corporation Common Stock(UAMY)(0.154),0.154
Capital Goods|Metal Fabrications|Valmont Industries Inc. Common Stock(VMI)(4.77),4.77
Capital Goods|Metal Fabrications|Watts Water Technologies Inc. Class A Common Stock(WTS)(3.96),3.96
Capital Goods|Metal Fabrications|ZK International Group Co. Ltd Ordinary Share(ZKIN)(0.129),0.129
Capital Goods|Military/Government/Technical|Aerojet Rocketdyne Holdings Inc. Common Stock(AJRD)(4.03),4.03
Capital Goods|Military/Government/Technical|Air Industries Group Common Stock(AIRI)(0.065),0.065
Capital Goods|Military/Government/Technical|Astronics Corporation Common Stock(ATRO)(0.501),0.501
Capital Goods|Military/Government/Technical|CPI Aerostructures Inc. Common Stock(CVU)(0.0592),0.0592
Capital Goods|Military/Government/Technical|Ducommun Incorporated Common Stock(DCO)(0.641),0.641
Capital Goods|Military/Government/Technical|EHang Holdings Limited ADS(EH)(3.35),3.35
Capital Goods|Military/Government/Technical|Elbit Systems Ltd. Ordinary Shares(ESLT)(6.19),6.19
Capital Goods|Military/Government/Technical|Kaman Corporation Common Stock(KAMN)(1.51),1.51
Capital Goods|Military/Government/Technical|Kratos Defense & Security Solutions Inc. Common Stock(KTOS)(3.67),3.67
Capital Goods|Military/Government/Technical|Lockheed Martin Corporation Common Stock(LMT)(94.7),94.7
Capital Goods|Military/Government/Technical|Park Aerospace Corp. Common Stock(PKE)(0.287),0.287
Capital Goods|Military/Government/Technical|Spirit Aerosystems Holdings Inc. Common Stock(SPR)(4.16),4.16
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Class A Common Stock(SRAC)(0.514),0.514
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Unit(SRACU)(0.0),0.0
Capital Goods|Military/Government/Technical|Stable Road Acquisition Corp. Warrant(SRACW)(0.0),0.0
Capital Goods|Military/Government/Technical|Transdigm Group Incorporated Transdigm Group Inc. Common Stock(TDG)(31.5),31.5
Capital Goods|Ordnance And Accessories|AMMO Inc. Common Stock(POWW)(0.526),0.526
Capital Goods|Ordnance And Accessories|American Outdoor Brands Inc. Common Stock(AOUT)(0.311),0.311
Capital Goods|Ordnance And Accessories|Axon Enterprise Inc. Common Stock(AXON)(11.0),11.0
Capital Goods|Ordnance And Accessories|National Presto Industries Inc. Common Stock(NPK)(0.66),0.66
Capital Goods|Ordnance And Accessories|Smith & Wesson Brands Inc. Common Stock(SWBI)(1.04),1.04
Capital Goods|Ordnance And Accessories|Sturm Ruger & Company Inc. Common Stock(RGR)(1.21),1.21
Capital Goods|Ordnance And Accessories|Vista Outdoor Inc. Common Stock(VSTO)(1.99),1.99
Capital Goods|Ordnance And Accessories|Wrap Technologies Inc. Common Stock(WRAP)(0.22),0.22
Capital Goods|Pollution Control Equipment|CECO Environmental Corp. Common Stock(CECE)(0.277),0.277
Capital Goods|Pollution Control Equipment|Donaldson Company Inc. Common Stock(DCI)(7.46),7.46
Capital Goods|Pollution Control Equipment|Fuel Tech Inc. Common Stock(FTEK)(0.103),0.103
Capital Goods|Pollution Control Equipment|Perma-Pipe International Holdings Inc. Common Stock(PPIH)(0.0581),0.0581
Capital Goods|Railroads|FreightCar America Inc. Common Stock(RAIL)(0.0553),0.0553
Capital Goods|Railroads|Greenbrier Companies Inc. (The) Common Stock(GBX)(1.46),1.46
Capital Goods|Railroads|Kelso Technologies Inc Ordinary Shares(KIQ)(0.0509),0.0509
Capital Goods|Railroads|Trinity Industries Inc. Common Stock(TRN)(3.62),3.62
Capital Goods|Railroads|Westinghouse Air Brake Technologies Corporation Common Stock(WAB)(13.7),13.7
Capital Goods|Recreational Products/Toys|Greenlane Holdings Inc. Class A Common Stock(GNLN)(0.254),0.254
Capital Goods|Specialty Chemicals|Fuwei Films (Holdings) Co. Ltd. Ordinary Shares(FFHL)(0.0398),0.0398
Capital Goods|Specialty Chemicals|Raven Industries Inc. Common Stock(RAVN)(1.44),1.44
Capital Goods|Steel/Iron Ore|Companhia Siderurgica Nacional S.A. Common Stock(SID)(8.6),8.6
Capital Goods|Steel/Iron Ore|Friedman Industries Inc. Common Stock(FRD)(0.0511),0.0511
Capital Goods|Steel/Iron Ore|Gerdau S.A. Common Stock(GGB)(7.6),7.6
Capital Goods|Steel/Iron Ore|Gibraltar Industries Inc. Common Stock(ROCK)(3.1),3.1
Capital Goods|Steel/Iron Ore|Haynes International Inc. Common Stock(HAYN)(0.343),0.343
Capital Goods|Steel/Iron Ore|Insteel Industries Inc. Common Stock(IIIN)(0.569),0.569
Capital Goods|Steel/Iron Ore|Worthington Industries Inc. Common Stock(WOR)(3.1),3.1
Capital Goods|Telecommunications Equipment|ComSovereign Holding Corp. Common Stock(COMS)(0.259),0.259
Capital Goods|Telecommunications Equipment|ComSovereign Holding Corp. Warrants(COMSW)(0.0),0.0
Capital Goods|Telecommunications Equipment|ESCO Technologies Inc. Common Stock(ESE)(2.7),2.7
Capital Goods|Telecommunications Equipment|Inseego Corp. Common Stock(INSG)(1.64),1.64
Capital Goods|Telecommunications Equipment|Iridium Communications Inc Common Stock(IRDM)(6.36),6.36
Capital Goods|Telecommunications Equipment|Iteris Inc. Common Stock(ITI)(0.25),0.25
Capital Goods|Telecommunications Equipment|Lumentum Holdings Inc. Common Stock(LITE)(6.92),6.92
Capital Goods|Telecommunications Equipment|Magal Security Systems Ltd. Ordinary Shares(MAGS)(0.118),0.118
Capital Goods|Telecommunications Equipment|NAPCO Security Technologies Inc. Common Stock(NSSC)(0.569),0.569
Capital Goods|Telecommunications Equipment|PowerFleet Inc. Common Stock(PWFL)(0.274),0.274
Capital Goods|Telecommunications Equipment|Rekor Systems Inc. Common Stock(REKR)(0.659),0.659
Capital Goods|Telecommunications Equipment|Turtle Beach Corporation Common Stock(HEAR)(0.493),0.493
Capital Goods|Telecommunications Equipment|UTStarcom Holdings Corp.(UTSI)(0.0762),0.0762
Capital Goods|Telecommunications Equipment|Vislink Technologies Inc. Common Stock(VISL)(0.209),0.209
Capital Goods|Telecommunications Equipment|Vocera Communications Inc. Common Stock(VCRA)(1.47),1.47
Capital Goods|Telecommunications Equipment|Wireless Telecom Group  Inc. Common Stock(WTT)(0.0516),0.0516
Capital Goods|Tools/Hardware|Toro Company (The) Common Stock(TTC)(10.7),10.7
Capital Goods|Wholesale Distributors|Bluelinx Holdings Inc. Common Stock(BXC)(0.423),0.423
Capital Goods|Wholesale Distributors|Resideo Technologies Inc. Common Stock(REZI)(3.83),3.83
Consumer Durables|Automotive Aftermarket|America's Car-Mart Inc Common Stock(CRMT)(0.882),0.882
Consumer Durables|Automotive Aftermarket|Asbury Automotive Group Inc Common Stock(ABG)(3.03),3.03
Consumer Durables|Automotive Aftermarket|AutoNation Inc. Common Stock(AN)(6.85),6.85
Consumer Durables|Automotive Aftermarket|Camping World Holdings Inc. Class A Commom Stock(CWH)(3.25),3.25
Consumer Durables|Automotive Aftermarket|CarLotz Inc. Class A Common Stock(LOTZ)(1.17),1.17
Consumer Durables|Automotive Aftermarket|CarLotz Inc. Warrant(LOTZW)(0.0),0.0
Consumer Durables|Automotive Aftermarket|CarMax Inc(KMX)(19.5),19.5
Consumer Durables|Automotive Aftermarket|Carvana Co. Class A Common Stock(CVNA)(50.7),50.7
Consumer Durables|Automotive Aftermarket|Casey's General Stores Inc. Common Stock(CASY)(7.7),7.7
Consumer Durables|Automotive Aftermarket|Cooper Tire & Rubber Company Common Stock(CTB)(2.15),2.15
Consumer Durables|Automotive Aftermarket|Copart Inc. (DE) Common Stock(CPRT)(28.0),28.0
Consumer Durables|Automotive Aftermarket|Group 1 Automotive Inc. Common Stock(GPI)(2.64),2.64
Consumer Durables|Automotive Aftermarket|IAA Inc. Common Stock(IAA)(8.02),8.02
Consumer Durables|Automotive Aftermarket|KAR Auction Services Inc Common Stock(KAR)(1.91),1.91
Consumer Durables|Automotive Aftermarket|Kaixin Auto Holdings Ordinary Share(KXIN)(0.27),0.27
Consumer Durables|Automotive Aftermarket|LMP Automotive Holdings Inc. Common Stock(LMPX)(0.209),0.209
Consumer Durables|Automotive Aftermarket|Lazydays Holdings Inc. Common Stock(LAZY)(0.219),0.219
Consumer Durables|Automotive Aftermarket|Lithia Motors Inc. Common Stock(LAD)(9.83),9.83
Consumer Durables|Automotive Aftermarket|Murphy USA Inc. Common Stock(MUSA)(3.65),3.65
Consumer Durables|Automotive Aftermarket|Penske Automotive Group Inc. Common Stock(PAG)(5.11),5.11
Consumer Durables|Automotive Aftermarket|Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares(RENN)(0.19),0.19
Consumer Durables|Automotive Aftermarket|Rush Enterprises Inc. Class B(RUSHB)(2.01),2.01
Consumer Durables|Automotive Aftermarket|Rush Enterprises Inc. Common Stock Cl A(RUSHA)(2.17),2.17
Consumer Durables|Automotive Aftermarket|Shift Technologies Inc. Class A Common Stock(SFT)(0.865),0.865
Consumer Durables|Automotive Aftermarket|Sonic Automotive Inc. Common Stock(SAH)(1.66),1.66
Consumer Durables|Automotive Aftermarket|The Goodyear Tire & Rubber Company Common Stock(GT)(3.19),3.19
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. 8.00% Senior Notes due 2029(TANNL)(0.0),0.0
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. 8.00% Senior Notes due 2030(TANNZ)(0.0),0.0
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. 8.25% Senior Notes due 2028(TANNI)(0.0),0.0
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. Common Stock(TA)(0.425),0.425
Consumer Durables|Automotive Aftermarket|Vroom Inc. Common Stock(VRM)(6.34),6.34
Consumer Durables|Building Products|AZZ Inc.(AZZ)(1.26),1.26
Consumer Durables|Building Products|Acuity Brands Inc.(AYI)(4.34),4.34
Consumer Durables|Building Products|Applied UV Inc. Common Stock(AUVI)(0.106),0.106
Consumer Durables|Building Products|Chase Corporation Common Stock(CCF)(1.0),1.0
Consumer Durables|Building Products|Energy Focus Inc. Common Stock(EFOI)(0.0222),0.0222
Consumer Durables|Building Products|LSI Industries Inc. Common Stock(LYTS)(0.241),0.241
Consumer Durables|Building Products|Orion Energy Systems Inc. Common Stock(OESX)(0.296),0.296
Consumer Durables|Consumer Electronics/Appliances|A.O. Smith Corporation Common Stock(AOS)(9.41),9.41
Consumer Durables|Consumer Electronics/Appliances|NACCO Industries Inc. Common Stock(NC)(0.182),0.182
Consumer Durables|Consumer Electronics/Appliances|Viomi Technology Co. Ltd American Depositary Shares(VIOT)(0.739),0.739
Consumer Durables|Consumer Electronics/Appliances|Whirlpool Corporation Common Stock(WHR)(12.0),12.0
Consumer Durables|Consumer Electronics/Appliances|iRobot Corporation Common Stock(IRBT)(3.45),3.45
Consumer Durables|Consumer Specialties|Central Garden & Pet Company Class A Common Stock Nonvoting(CENTA)(2.32),2.32
Consumer Durables|Consumer Specialties|Central Garden & Pet Company Common Stock(CENT)(2.54),2.54
Consumer Durables|Consumer Specialties|Charles & Colvard Ltd Common Stock(CTHR)(0.0657),0.0657
Consumer Durables|Consumer Specialties|Educational Development Corporation Common Stock(EDUC)(0.134),0.134
Consumer Durables|Consumer Specialties|Hydrofarm Holdings Group Inc. Common Stock(HYFM)(2.81),2.81
Consumer Durables|Consumer Specialties|Natural Health Trends Corp. Common Stock(NHTC)(0.0892),0.0892
Consumer Durables|Containers/Packaging|Ardagh Group S.A. Common Shares(ARD)(4.66),4.66
Consumer Durables|Containers/Packaging|Avery Dennison Corporation Common Stock(AVY)(14.4),14.4
Consumer Durables|Containers/Packaging|Ball Corporation Common Stock(BLL)(29.6),29.6
Consumer Durables|Containers/Packaging|Crown Holdings Inc.(CCK)(13.4),13.4
Consumer Durables|Containers/Packaging|Document Security Systems Inc. Common Stock(DSS)(0.113),0.113
Consumer Durables|Containers/Packaging|Graphic Packaging Holding Company(GPK)(4.3),4.3
Consumer Durables|Containers/Packaging|IT Tech Packaging Inc. Common Stock(ITP)(0.0635),0.0635
Consumer Durables|Containers/Packaging|Kimberly-Clark Corporation Common Stock(KMB)(44.7),44.7
Consumer Durables|Containers/Packaging|O-I Glass Inc. Common Stock(OI)(1.93),1.93
Consumer Durables|Containers/Packaging|Packaging Corporation of America Common Stock(PKG)(12.6),12.6
Consumer Durables|Containers/Packaging|Pactiv Evergreen Inc. Common stock(PTVE)(2.9),2.9
Consumer Durables|Containers/Packaging|Ranpak Holdings Corp Class A Common Stock(PACK)(1.47),1.47
Consumer Durables|Containers/Packaging|Reynolds Consumer Products Inc. Common Stock(REYN)(6.28),6.28
Consumer Durables|Containers/Packaging|Silgan Holdings Inc. Common Stock(SLGN)(4.27),4.27
Consumer Durables|Containers/Packaging|Sonoco Products Company Common Stock(SON)(5.95),5.95
Consumer Durables|Containers/Packaging|Westrock Company Common Stock(WRK)(11.3),11.3
Consumer Durables|Diversified Electronic Products|Euro Tech Holdings Company Limited Common Stock(CLWT)(0.0192),0.0192
Consumer Durables|Diversified Electronic Products|SiteOne Landscape Supply Inc. Common Stock(SITE)(6.97),6.97
Consumer Durables|Electrical Products|ABB Ltd Common Stock(ABB)(60.3),60.3
Consumer Durables|Electrical Products|Blink Charging Co. Common Stock(BLNK)(1.85),1.85
Consumer Durables|Electrical Products|Blink Charging Co. Warrant(BLNKW)(0.0),0.0
Consumer Durables|Electrical Products|Littelfuse Inc. Common Stock(LFUS)(6.51),6.51
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Ordinary Shares(NBAC)(0.132),0.132
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Right(NBACR)(0.0),0.0
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Unit(NBACU)(0.0),0.0
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Warrant(NBACW)(0.0),0.0
Consumer Durables|Electrical Products|Pioneer Power Solutions Inc. Common Stock(PPSI)(0.0785),0.0785
Consumer Durables|Electrical Products|Powell Industries Inc. Common Stock(POWL)(0.331),0.331
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Class A Common Stock(CFII)(0.708),0.708
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Unit(CFIIU)(0.0),0.0
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Warrant(CFIIW)(0.0),0.0
Consumer Durables|Electronic Components|Tecnoglass Inc. Ordinary Shares(TGLS)(0.358),0.358
Consumer Durables|Home Furnishings|Bassett Furniture Industries Incorporated Common Stock(BSET)(0.215),0.215
Consumer Durables|Home Furnishings|Casper Sleep Inc. Common Stock(CSPR)(0.407),0.407
Consumer Durables|Home Furnishings|D/B/A Compass Diversified Holdings Shares of Beneficial Interest(CODI)(1.51),1.51
Consumer Durables|Home Furnishings|Dixie Group Inc. (The) Common Stock(DXYN)(0.0808),0.0808
Consumer Durables|Home Furnishings|Ethan Allen Interiors Inc. Common Stock(ETH)(0.61),0.61
Consumer Durables|Home Furnishings|Flexsteel Industries Inc. Common Stock(FLXS)(0.233),0.233
Consumer Durables|Home Furnishings|Hamilton Beach Brands Holding Company Class A Common Stock(HBB)(0.244),0.244
Consumer Durables|Home Furnishings|Helen of Troy Limited Common Stock(HELE)(5.5),5.5
Consumer Durables|Home Furnishings|Hooker Furniture Corporation Common Stock(HOFT)(0.381),0.381
Consumer Durables|Home Furnishings|Interface Inc. Common Stock(TILE)(0.658),0.658
Consumer Durables|Home Furnishings|Kimball International Inc. Class B Common Stock(KBAL)(0.432),0.432
Consumer Durables|Home Furnishings|La-Z-Boy Incorporated Common Stock(LZB)(1.75),1.75
Consumer Durables|Home Furnishings|Leggett & Platt Incorporated Common Stock(LEG)(5.55),5.55
